ms,ax,ay,az,gx,gy,gz
1336503,0.1194,0.6646,-0.4901,-46.5088,8.4839,51.2695
1336512,0.1040,0.6600,-0.4968,-45.9595,7.0190,54.2603
1336519,0.0795,0.6561,-0.5244,-46.6919,4.6387,56.4575
1336528,0.0582,0.6492,-0.5624,-48.2788,1.2207,58.4106
1336536,0.0450,0.6464,-0.5916,-49.9878,-1.8921,60.3638
1336544,0.0493,0.6436,-0.6022,-51.4526,-3.7842,61.9507
1336553,0.0612,0.6466,-0.5981,-53.6499,-4.7607,63.6597
1336561,0.0835,0.6552,-0.5795,-56.1523,-4.6997,65.8569
1336569,0.1134,0.6632,-0.5560,-59.6924,-3.7231,68.5425
1336577,0.1383,0.6656,-0.5298,-63.7817,-1.2817,72.5098
1336585,0.1538,0.6625,-0.5083,-68.4814,2.3804,77.1484
1336594,0.1726,0.6643,-0.4971,-73.6084,7.2632,82.3975
1336602,0.2391,0.6708,-0.4961,-75.3174,16.7236,90.5762
1336610,0.1876,0.6500,-0.4723,-72.6929,30.3955,101.3184
1336619,0.1396,0.6401,-0.5431,-88.9282,37.6587,104.9805
1336627,0.0621,0.6600,-0.6542,-99.4873,40.9546,106.9336
1336635,-0.0559,0.6461,-0.7979,-109.9854,41.3818,117.1265
1336644,-0.2257,0.6243,-0.9545,-125.0000,39.2456,128.0518
1336651,-0.3834,0.6399,-1.1584,-137.7563,37.4146,134.2773
1336660,-0.4246,0.6720,-1.3542,-147.7051,31.7383,135.4370
1336669,-0.4517,0.6862,-1.5303,-161.0107,27.2827,136.2305
1336676,-0.3055,0.6571,-1.5399,-162.8418,34.7900,140.8691
1336685,-0.0253,0.6628,-1.4091,-141.1743,58.6548,148.0103
1336693,0.0464,0.6763,-1.2546,-118.3472,87.3413,157.4707
1336701,0.0867,0.5955,-0.9775,-95.9473,119.7510,172.1191
1336709,-0.1300,0.4756,-0.8296,-77.5146,150.9399,185.6079
1336718,-0.6588,0.3036,-0.8282,-55.5420,159.2407,193.8477
1336725,-1.0455,0.1024,-0.9008,-18.6768,134.0332,191.7114
1336734,-1.0975,-0.0242,-1.0061,12.5732,87.1582,178.7109
1336742,-1.0641,-0.0017,-1.1232,28.0151,41.8091,161.3159
1336751,-1.0818,0.0983,-1.2095,37.5977,7.9346,142.3340
1336759,-1.2100,0.2247,-1.2854,44.5557,-16.4185,118.6523
1336767,-1.2802,0.2747,-1.3521,47.2412,-37.4146,91.3696
1336775,-1.1617,0.3447,-1.3665,52.1851,-56.1523,59.2041
1336784,-1.0481,0.4410,-1.3273,52.6733,-72.0825,31.3721
1336792,-0.9628,0.5063,-1.2579,48.7671,-86.6699,15.5640
1336800,-0.8514,0.5232,-1.1747,45.8374,-97.7783,6.5308
1336809,-0.7466,0.5436,-1.0842,42.4194,-102.8442,-2.5635
1336817,-0.6328,0.5582,-1.0059,41.3208,-101.6846,-12.2681
1336826,-0.5433,0.5804,-0.9469,45.7764,-94.4214,-17.2729
1336833,-0.4886,0.5780,-0.8994,51.3916,-83.3740,-15.4419
1336842,-0.4800,0.5547,-0.8647,57.4341,-69.5190,-12.0850
1336850,-0.4852,0.5355,-0.8490,61.8896,-55.0537,-8.8501
1336858,-0.4932,0.5149,-0.8228,64.6973,-42.8467,-7.0801
1336867,-0.4943,0.5057,-0.7955,65.9790,-31.7383,-5.3711
1336874,-0.5013,0.4950,-0.7660,65.6738,-21.9116,-4.3945
1336883,-0.5006,0.4819,-0.7311,63.7817,-15.0146,-5.2490
1336891,-0.4948,0.4656,-0.7007,60.7300,-10.9253,-7.0190
1336900,-0.4955,0.4513,-0.6704,58.5327,-8.8501,-9.3994
1336908,-0.5006,0.4296,-0.6436,56.4575,-9.0332,-11.0474
1336915,-0.4965,0.4105,-0.6290,53.1616,-11.4746,-13.4888
1336924,-0.4907,0.4000,-0.6217,48.8892,-14.5264,-16.6626
1336933,-0.4993,0.3850,-0.6173,44.3726,-18.1274,-19.5923
1336941,-0.4873,0.3712,-0.6128,38.2080,-22.8271,-22.5220
1336949,-0.4678,0.3740,-0.6117,33.3862,-26.7334,-26.1841
1336957,-0.4514,0.3760,-0.6140,29.8462,-29.9072,-29.2358
1336965,-0.4316,0.3738,-0.6202,26.9775,-31.6772,-30.5786
1336974,-0.4076,0.3688,-0.6216,28.3813,-30.0903,-30.1514
1336982,-0.3800,0.3824,-0.6138,30.7007,-27.7100,-28.2593
1336990,-0.3555,0.3927,-0.6205,30.2124,-24.4141,-26.0620
1336998,-0.3583,0.3938,-0.6268,30.5176,-19.8364,-25.0244
1337007,-0.3398,0.3925,-0.6216,28.1982,-16.8457,-23.8647
1337015,-0.3235,0.3888,-0.6216,25.9399,-13.3057,-23.5596
1337023,-0.3151,0.4067,-0.6168,23.6816,-9.5215,-24.7192
1337031,-0.3019,0.4111,-0.6104,19.9585,-5.9814,-25.2075
1337040,-0.3040,0.4247,-0.5977,18.7988,-3.0518,-24.1699
1337048,-0.3042,0.4181,-0.5901,15.2588,-1.8921,-21.9116
1337056,-0.2974,0.4260,-0.5824,11.2305,-1.0376,-22.7051
1337064,-0.2798,0.4438,-0.5688,8.4229,0.0610,-23.2544
1337073,-0.2783,0.4521,-0.5636,4.4556,0.9766,-22.2168
1337081,-0.2695,0.4607,-0.5602,2.1362,1.2817,-21.3013
1337089,-0.2498,0.4779,-0.5686,0.0000,1.4038,-20.3857
1337098,-0.2327,0.4971,-0.5841,-0.1221,1.5259,-18.9819
1337106,-0.2257,0.5060,-0.6017,-1.1597,0.9766,-16.8457
1337114,-0.2230,0.5123,-0.6138,-2.4414,0.3052,-15.3809
1337122,-0.2214,0.5229,-0.6200,-3.9062,-1.5259,-14.7095
1337131,-0.2189,0.5280,-0.6313,-6.9580,-3.2959,-14.0991
1337139,-0.2209,0.5419,-0.6416,-10.3760,-4.9438,-13.3057
1337147,-0.2253,0.5465,-0.6564,-14.9536,-6.6528,-12.3291
1337155,-0.2268,0.5500,-0.6799,-19.0430,-7.7515,-11.4746
1337163,-0.2168,0.5577,-0.7120,-23.6206,-9.5215,-10.9253
1337172,-0.2219,0.5673,-0.7500,-29.3579,-10.9863,-11.0474
1337180,-0.2327,0.5726,-0.7850,-33.9355,-12.1460,-11.5356
1337189,-0.2422,0.5657,-0.8077,-39.1235,-13.7329,-12.2070
1337197,-0.2559,0.5587,-0.8213,-42.5415,-14.0381,-12.9395
1337204,-0.2634,0.5544,-0.8199,-43.7622,-12.6953,-13.4277
1337213,-0.2885,0.5543,-0.8146,-43.8843,-10.6201,-13.5498
1337221,-0.3090,0.5593,-0.8203,-44.8608,-8.6670,-13.4888
1337230,-0.3392,0.5596,-0.8385,-45.8984,-7.8735,-14.0381
1337238,-0.3693,0.5583,-0.8618,-47.4854,-8.3618,-15.0146
1337247,-0.3895,0.5585,-0.8938,-49.1333,-10.0098,-17.1509
1337255,-0.3937,0.5586,-0.9213,-51.6357,-12.4512,-20.1416
1337262,-0.4003,0.5555,-0.9380,-54.6265,-14.9536,-24.4141
1337271,-0.3910,0.5552,-0.9484,-57.8613,-16.7236,-29.4800
1337279,-0.3988,0.5671,-0.9652,-60.5469,-17.8833,-34.1797
1337288,-0.4227,0.5723,-0.9752,-61.8286,-18.4326,-37.7808
1337296,-0.4414,0.5519,-0.9910,-63.9038,-19.1650,-44.0063
1337304,-0.4384,0.5643,-1.0016,-68.0542,-22.6440,-47.7905
1337312,-0.4474,0.5468,-1.0149,-71.1060,-23.6206,-52.0630
1337320,-0.4391,0.5321,-1.0223,-76.0498,-22.7051,-59.0820
1337329,-0.3729,0.5106,-1.0160,-78.9795,-18.7988,-65.0635
1337337,-0.2958,0.4949,-1.0361,-78.7964,-11.4136,-69.8853
1337346,-0.2103,0.4579,-1.0865,-82.4585,-3.4790,-75.4395
1337354,-0.0894,0.4086,-1.1199,-83.3130,6.1646,-83.0688
1337361,0.0061,0.3795,-1.1865,-81.6650,17.7612,-92.6514
1337370,-0.0194,0.3705,-1.2424,-77.6978,31.0059,-98.9990
1337378,-0.1365,0.3511,-1.2999,-82.5806,36.8652,-111.3892
1337387,-0.1249,0.3451,-1.3097,-83.0688,34.3628,-123.9014
1337394,-0.1477,0.3442,-1.2838,-77.9419,25.5127,-132.0801
1337403,-0.2283,0.3389,-1.0986,-79.0405,5.1880,-139.6484
1337411,-0.4125,0.3698,-0.7843,-75.2563,-12.0850,-156.2500
1337420,-0.3734,0.2979,-0.6865,-61.0352,-6.7139,-179.8096
1337428,-0.2585,0.2589,-0.7861,-28.0151,5.3101,-191.9556
1337437,-0.2261,0.2844,-0.7450,-19.2261,15.9912,-180.5420
1337444,-0.2189,0.2867,-0.7888,-23.6816,31.2500,-158.6304
1337452,-0.2806,0.2247,-0.8802,-19.7144,39.9170,-141.0522
1337461,-0.3267,0.1295,-0.9934,-13.8550,37.1094,-129.5166
1337469,-0.2557,0.0988,-1.0845,-6.1035,25.6348,-125.0000
1337478,-0.1195,0.1295,-1.1357,7.5684,14.3433,-123.5352
1337485,-0.0123,0.1781,-1.1627,22.3999,7.3853,-117.3706
1337494,0.0483,0.2161,-1.1825,34.2407,4.6997,-105.9570
1337503,0.0862,0.2396,-1.1934,42.4805,4.8828,-95.2759
1337510,0.1136,0.2516,-1.1886,51.0254,8.3618,-88.9893
1337519,0.1333,0.2701,-1.1576,59.9365,12.9395,-86.4258
1337527,0.1404,0.2988,-1.1200,62.6221,14.2822,-82.8247
1337536,0.1331,0.2961,-1.0851,56.8848,12.3291,-78.6133
1337543,0.1283,0.2888,-1.0559,54.2603,11.1694,-77.2705
1337552,0.1042,0.2860,-1.0262,52.9785,9.6436,-75.9277
1337561,0.1101,0.2899,-0.9886,51.8188,6.3477,-73.0591
1337568,0.1202,0.2892,-0.9578,50.4761,2.1362,-69.7021
1337577,0.1107,0.2999,-0.9286,50.4150,-2.4414,-65.8569
1337585,0.0979,0.3051,-0.9047,49.6216,-6.7749,-61.7676
1337593,0.1003,0.3116,-0.8734,49.1943,-11.4746,-58.1665
1337601,0.1031,0.3232,-0.8583,49.3164,-14.7095,-54.5654
1337610,0.0956,0.3285,-0.8563,48.2178,-16.7847,-50.8423
1337618,0.0931,0.3279,-0.8573,45.2881,-18.5547,-47.7295
1337626,0.1006,0.3358,-0.8500,43.2129,-19.2261,-45.8984
1337634,0.1123,0.3416,-0.8372,40.7715,-18.4326,-45.2881
1337643,0.1243,0.3474,-0.8256,39.2456,-15.9302,-44.1284
1337651,0.1266,0.3546,-0.8224,36.8652,-13.8550,-42.4194
1337659,0.1251,0.3539,-0.8210,35.5225,-11.2915,-40.5273
1337668,0.1128,0.3506,-0.8228,34.8511,-9.1553,-38.8794
1337676,0.1101,0.3534,-0.8268,32.8979,-8.6670,-36.9873
1337684,0.1035,0.3508,-0.8202,31.2500,-8.7280,-35.0342
1337692,0.1118,0.3566,-0.8085,30.4565,-8.3008,-33.7524
1337701,0.1200,0.3632,-0.7916,28.9307,-7.8125,-30.6396
1337709,0.1167,0.3650,-0.7859,28.0151,-6.5308,-28.1982
1337717,0.1044,0.3650,-0.7760,27.2827,-5.6763,-25.0854
1337726,0.0972,0.3688,-0.7694,25.5127,-6.2256,-22.3999
1337733,0.0918,0.3727,-0.7659,23.4985,-7.6294,-19.2871
1337742,0.0863,0.3716,-0.7726,20.9961,-8.6670,-16.7847
1337750,0.0897,0.3795,-0.7749,19.5313,-9.3384,-15.0146
1337758,0.0880,0.3801,-0.7717,17.9443,-10.0098,-12.6953
1337767,0.0947,0.3882,-0.7737,16.1743,-10.7422,-10.1318
1337775,0.1082,0.3905,-0.7651,14.8315,-10.6812,-7.6294
1337783,0.1185,0.3994,-0.7531,13.7939,-10.2539,-5.1880
1337791,0.1222,0.4033,-0.7487,12.0239,-9.5825,-2.8687
1337800,0.1210,0.4045,-0.7428,10.5591,-8.4229,-0.1221
1337808,0.1306,0.4017,-0.7290,8.9111,-7.2632,3.3569
1337816,0.1373,0.3983,-0.7223,7.3242,-5.7373,5.6763
1337825,0.1385,0.4042,-0.7255,6.2866,-4.2725,7.7515
1337833,0.1351,0.4010,-0.7216,4.8828,-2.8076,10.9253
1337841,0.1440,0.4009,-0.7159,4.2725,-0.6104,14.7705
1337850,0.1501,0.4019,-0.7206,3.4790,2.0752,18.6768
1337857,0.1517,0.4010,-0.7250,2.5024,4.6997,22.4609
1337866,0.1584,0.3987,-0.7209,1.7700,6.7139,26.3672
1337874,0.1685,0.4000,-0.7203,0.4883,9.0942,30.2124
1337882,0.1833,0.3998,-0.7187,-1.0986,11.1694,34.3018
1337890,0.1937,0.3979,-0.7198,-2.8687,13.4888,38.0859
1337899,0.1974,0.3979,-0.7230,-5.3711,15.5640,42.2363
1337907,0.2039,0.3986,-0.7334,-8.4839,17.2119,46.2036
1337915,0.2158,0.3998,-0.7546,-12.5122,17.8833,50.2319
1337924,0.2249,0.4011,-0.7773,-17.7612,17.3950,54.5654
1337932,0.2528,0.3966,-0.7913,-23.0713,16.6626,59.5093
1337940,0.3013,0.3973,-0.7798,-26.3062,16.9678,64.0869
1337948,0.3341,0.3979,-0.7365,-29.4189,20.0195,70.4346
1337956,0.3473,0.3967,-0.6775,-32.2876,28.3203,80.0171
1337965,0.3851,0.4025,-0.6368,-35.7056,40.5884,92.4683
1337974,0.4091,0.4067,-0.6161,-37.7808,54.0771,104.2480
1337981,0.3934,0.4045,-0.6222,-43.0908,67.6270,116.4551
1337990,0.3832,0.4125,-0.6738,-51.8799,80.1392,129.7607
1337998,0.3402,0.4032,-0.7797,-62.8662,92.2241,143.2495
1338006,0.2321,0.3680,-0.9072,-74.3408,105.5298,157.4097
1338015,0.1381,0.3276,-1.0099,-81.1157,120.4834,172.8516
1338022,0.0656,0.2982,-1.0891,-80.2612,137.3291,186.5845
1338031,-0.0774,0.2502,-1.1340,-69.7021,154.1748,196.1670
1338040,-0.2814,0.2295,-1.1536,-49.6216,164.2456,202.7588
1338047,-0.5099,0.2241,-1.1639,-30.5786,162.2925,206.7261
1338056,-0.6848,0.2234,-1.1553,-17.9443,147.5830,206.5430
1338064,-0.8214,0.2103,-1.1338,-3.7231,121.5820,202.3315
1338072,-0.8864,0.1681,-1.0718,19.0430,87.0361,197.1436
1338081,-0.9395,0.1476,-1.0602,52.6123,49.2554,190.4907
1338088,-0.9280,0.1726,-0.9675,70.0073,14.1602,180.4810
1338097,-0.9113,0.1948,-0.9498,68.9697,-15.6860,169.6777
1338105,-0.8389,0.1917,-0.9545,75.3784,-39.5508,156.5552
1338114,-0.7797,0.2079,-0.9547,74.8291,-54.5654,147.3389
1338121,-0.7495,0.2379,-0.9587,71.5942,-60.4248,137.5122
1338130,-0.7280,0.2684,-1.0018,68.6035,-60.7300,122.1924
1338139,-0.7280,0.2693,-1.0306,64.5142,-59.0820,103.9429
1338146,-0.7507,0.2782,-1.0603,61.5845,-56.0913,87.9517
1338155,-0.7523,0.3015,-1.0660,61.1572,-52.7344,75.7446
1338163,-0.7549,0.3365,-1.0472,62.1338,-50.7202,64.5142
1338171,-0.7437,0.3683,-1.0221,61.2793,-49.8047,55.4810
1338180,-0.7095,0.3868,-0.9791,59.8145,-49.3164,46.5698
1338188,-0.6776,0.4033,-0.9232,57.7393,-48.7061,39.1235
1338196,-0.6433,0.4188,-0.8756,53.7109,-46.3257,33.8135
1338205,-0.6056,0.4294,-0.8351,49.6826,-41.6870,29.5410
1338212,-0.5756,0.4349,-0.8026,45.6543,-35.8887,25.9399
1338221,-0.5436,0.4348,-0.7775,41.3208,-30.9448,22.6440
1338229,-0.5161,0.4279,-0.7510,36.9873,-26.2451,19.5313
1338237,-0.4951,0.4271,-0.7295,32.5317,-21.4233,16.5405
1338246,-0.4850,0.4197,-0.7173,27.7710,-16.8457,14.2822
1338254,-0.4830,0.4135,-0.7124,25.5127,-11.4136,12.3901
1338262,-0.4774,0.4110,-0.7072,24.8413,-6.8359,10.6812
1338270,-0.4979,0.4059,-0.7054,24.1699,-4.2114,8.9722
1338279,-0.4889,0.4025,-0.7006,22.9492,-3.6011,7.8125
1338287,-0.4824,0.4017,-0.6998,21.4844,-4.4556,6.2256
1338295,-0.4763,0.4050,-0.7056,21.0571,-5.5542,4.3945
1338304,-0.4738,0.3995,-0.7102,20.6909,-7.3242,3.4180
1338312,-0.4540,0.3912,-0.7068,20.0195,-9.1553,2.3804
1338320,-0.4442,0.3882,-0.7020,18.6157,-11.1694,0.9155
1338328,-0.4482,0.3829,-0.7111,14.9536,-12.9395,-0.9766
1338336,-0.4420,0.3746,-0.7135,12.8784,-12.6953,-2.3193
1338345,-0.4282,0.3763,-0.7115,12.4512,-10.7422,-3.2959
1338354,-0.4386,0.3815,-0.7123,12.5122,-8.5449,-3.8452
1338361,-0.4375,0.3756,-0.7192,9.0332,-8.1787,-4.1504
1338370,-0.4235,0.3715,-0.7180,7.2632,-8.1177,-5.1270
1338378,-0.4034,0.3812,-0.7214,6.5918,-6.8359,-6.5918
1338387,-0.3889,0.3900,-0.7266,6.8970,-5.0049,-7.5073
1338394,-0.3857,0.3936,-0.7369,5.2490,-4.1504,-7.6904
1338403,-0.3790,0.3925,-0.7417,4.0894,-3.0518,-7.8125
1338411,-0.3668,0.3978,-0.7491,2.3804,-1.5259,-8.3008
1338420,-0.3639,0.3988,-0.7484,-0.0610,0.3662,-7.9346
1338427,-0.3662,0.3983,-0.7451,-2.0752,2.8076,-7.6904
1338436,-0.3582,0.3945,-0.7244,-2.6855,5.6152,-7.2021
1338444,-0.3528,0.4015,-0.7032,-2.1362,8.3618,-6.1646
1338453,-0.3535,0.4044,-0.6908,-2.3193,10.2539,-5.3101
1338460,-0.3558,0.4014,-0.6865,-2.9297,11.1694,-5.0659
1338469,-0.3640,0.4021,-0.6743,-2.8076,12.1460,-5.1270
1338477,-0.3674,0.4048,-0.6677,-3.1738,12.7563,-4.8828
1338486,-0.3724,0.4072,-0.6608,-4.0283,12.5122,-4.6997
1338493,-0.3826,0.4097,-0.6572,-5.3711,11.6577,-4.7607
1338502,-0.3872,0.4071,-0.6538,-8.1787,10.2539,-4.9438
1338510,-0.3862,0.4077,-0.6552,-10.1318,8.9111,-5.2490
1338519,-0.3805,0.4078,-0.6605,-12.4512,7.8125,-5.7373
1338526,-0.3751,0.4070,-0.6646,-16.1133,6.8359,-5.9814
1338535,-0.3746,0.4047,-0.6678,-19.8975,6.5918,-6.5918
1338543,-0.3793,0.4001,-0.6698,-24.0479,7.1411,-7.4463
1338552,-0.3894,0.3948,-0.6700,-28.5034,8.1177,-8.7280
1338560,-0.4021,0.3894,-0.6704,-32.7759,9.4604,-9.8877
1338567,-0.4192,0.3812,-0.6671,-35.8887,11.5967,-10.6201
1338576,-0.4357,0.3748,-0.6653,-41.0767,13.7939,-10.6201
1338584,-0.4426,0.3685,-0.6658,-45.2271,17.2729,-10.9863
1338593,-0.4337,0.3782,-0.6846,-49.9268,22.0337,-12.1460
1338600,-0.3868,0.3894,-0.7085,-52.4292,31.0669,-11.2305
1338609,-0.4674,0.3962,-0.7249,-50.4761,45.2881,-13.0005
1338618,-0.4932,0.4230,-0.8005,-64.7583,49.4995,-17.2729
1338626,-0.4600,0.4657,-0.8655,-66.8335,51.0864,-17.5781
1338633,-0.4832,0.4880,-0.9358,-70.9839,53.7109,-11.7187
1338642,-0.5482,0.4774,-1.0315,-83.3740,55.7861,-9.6436
1338650,-0.5936,0.4741,-1.1500,-98.0835,54.5044,-16.1743
1338659,-0.6351,0.4827,-1.2874,-108.5205,49.4995,-25.7568
1338667,-0.6458,0.4810,-1.3986,-117.7368,40.8325,-35.4614
1338675,-0.5828,0.4694,-1.4078,-124.5728,32.0435,-42.2363
1338683,-0.5503,0.4706,-1.3855,-123.1079,28.7476,-48.7061
1338692,-0.6022,0.4355,-1.3726,-121.5820,26.6113,-55.6641
1338700,-0.6211,0.3650,-1.3767,-115.4785,24.1699,-65.7349
1338708,-0.6611,0.2687,-1.2971,-102.9053,15.2588,-81.2378
1338716,-0.7743,0.2020,-1.2635,-81.9702,0.7935,-97.0459
1338725,-0.8820,0.1433,-1.1770,-54.8706,-13.0005,-112.8540
1338733,-0.9395,0.1167,-1.0580,-26.9165,-23.9868,-128.5400
1338742,-0.8718,0.1301,-1.0018,5.4321,-19.4092,-130.7373
1338750,-0.7135,0.1207,-1.0353,12.8784,-3.3569,-128.0518
1338757,-0.6687,0.1873,-1.1036,23.0103,9.4604,-112.9150
1338766,-0.6583,0.2411,-1.2189,32.9590,10.9863,-97.1680
1338775,-0.5907,0.2771,-1.3336,44.6777,2.3804,-92.1631
1338782,-0.4951,0.3132,-1.4202,57.4951,-13.7329,-97.2290
1338791,-0.4144,0.3568,-1.4579,71.2891,-34.5459,-101.3794
1338799,-0.3146,0.3824,-1.4370,86.1816,-55.4199,-100.8301
1338808,-0.1902,0.3776,-1.3976,100.0366,-72.3267,-99.1821
1338815,-0.1177,0.4009,-1.3470,111.8774,-83.1909,-97.4731
1338824,-0.0658,0.4091,-1.2802,123.2300,-86.9751,-94.7266
1338832,-0.0372,0.3969,-1.2056,132.3242,-85.3271,-90.8813
1338841,-0.0350,0.3875,-1.1180,138.4888,-81.2988,-85.2051
1338849,-0.0439,0.3805,-1.0186,141.8457,-76.1108,-79.5898
1338857,-0.0520,0.3922,-0.9271,143.3105,-68.0542,-75.9277
1338865,-0.0591,0.4073,-0.8490,142.3950,-60.9131,-73.6084
1338874,-0.0575,0.4248,-0.7861,140.9912,-55.9692,-71.8384
1338882,-0.0614,0.4348,-0.7122,140.5640,-51.6968,-70.1294
1338890,-0.0817,0.4507,-0.6681,139.2212,-47.7905,-68.0542
1338898,-0.1027,0.4480,-0.6375,134.3384,-46.0815,-66.5894
1338907,-0.0990,0.4478,-0.6138,129.1504,-46.8750,-66.3452
1338915,-0.0828,0.4637,-0.6023,121.9482,-48.8281,-65.6738
1338923,-0.0669,0.4735,-0.5999,114.0747,-50.1709,-64.5142
1338931,-0.0465,0.4877,-0.5977,109.6802,-50.0488,-63.7207
1338940,-0.0413,0.5002,-0.5979,104.4312,-48.6450,-61.8896
1338948,-0.0387,0.5166,-0.5831,100.9521,-45.5933,-59.4482
1338956,-0.0300,0.5330,-0.5691,97.5342,-41.9312,-55.8472
1338964,-0.0103,0.5388,-0.5680,94.8486,-37.3535,-52.9175
1338972,-0.0110,0.5439,-0.5649,94.2383,-33.0200,-50.1099
1338981,-0.0197,0.5471,-0.5587,90.5151,-31.0669,-46.9360
1338989,-0.0087,0.5525,-0.5508,86.2427,-29.7852,-44.4946
1338997,0.0056,0.5579,-0.5442,82.2754,-27.8931,-42.0532
1339006,0.0040,0.5601,-0.5437,78.0029,-26.0010,-39.1235
1339014,0.0016,0.5636,-0.5466,74.2798,-24.5972,-36.4380
1339022,-0.0034,0.5660,-0.5347,69.6411,-24.0479,-34.6069
1339030,0.0070,0.5721,-0.5344,61.8286,-24.1089,-34.4238
1339039,0.0151,0.5803,-0.5206,56.0913,-23.6816,-35.0952
1339046,0.0219,0.5928,-0.5031,51.0254,-22.5830,-33.6914
1339055,0.0300,0.6036,-0.4956,47.6074,-20.6299,-30.2124
1339064,0.0286,0.6016,-0.4825,44.8608,-18.7378,-25.9399
1339072,0.0249,0.5975,-0.4656,40.9546,-16.4185,-22.5830
1339080,0.0188,0.5963,-0.4506,37.7197,-13.8550,-21.4844
