ms,ax,ay,az,gx,gy,gz
1070510,0.2539,0.2577,-0.5656,-25.0854,29.5410,113.7695
1070519,0.2338,0.2671,-0.5991,-35.2783,27.8320,123.7793
1070527,0.2374,0.2805,-0.6107,-43.5181,26.5503,133.1787
1070535,0.2600,0.3018,-0.6118,-51.9409,26.0620,143.5547
1070543,0.3304,0.3126,-0.6182,-59.7534,27.5879,155.5176
1070552,0.3616,0.3243,-0.6010,-62.1948,32.3486,165.6494
1070560,0.3599,0.3752,-0.6462,-81.2378,33.7524,180.7251
1070568,0.3817,0.3949,-0.7324,-104.1260,40.8325,195.8618
1070576,0.4017,0.4225,-0.8600,-128.4790,56.7017,213.5010
1070585,0.4998,0.4285,-0.9370,-139.1602,84.6558,237.0605
1070592,0.5817,0.4208,-0.9728,-130.0659,123.3521,260.3149
1070601,0.4849,0.3878,-1.0367,-108.1543,162.5977,278.6255
1070609,0.1953,0.3275,-1.1166,-72.3267,188.0493,291.4429
1070617,-0.1921,0.2820,-1.1897,-38.2080,191.7114,301.7578
1070626,-0.5770,0.2473,-1.2753,-0.6104,175.5371,308.5937
1070634,-0.6318,0.2318,-1.3615,36.0107,139.8926,309.8755
1070642,-0.7719,0.1488,-1.4252,78.6743,86.8530,303.7109
1070651,-0.9797,0.1759,-1.4337,98.8159,34.7900,298.4619
1070659,-1.2034,0.1013,-1.5175,100.2808,-10.8643,289.1846
1070667,-1.2601,-0.0375,-1.5486,110.3516,-54.1382,264.2822
1070676,-1.0908,-0.1019,-1.5193,105.1636,-92.1631,231.3843
1070683,-1.2388,-0.0266,-1.5197,88.3789,-113.2813,196.1060
1070692,-1.4778,0.0498,-1.5192,79.5898,-119.8120,159.9731
1070700,-1.4896,0.1106,-1.4813,77.3926,-122.4976,121.0938
1070708,-1.4484,0.2101,-1.3871,70.0684,-118.6523,87.1582
1070717,-1.3466,0.3350,-1.2909,63.6597,-105.3467,65.1245
1070725,-1.1969,0.4130,-1.2191,62.1338,-87.7686,50.7813
1070733,-1.0604,0.4526,-1.1519,64.6362,-69.5801,37.6587
1070741,-0.9600,0.4750,-1.0636,65.4907,-53.7109,25.7568
1070750,-0.8811,0.4850,-0.9733,63.5986,-40.1001,14.2822
1070758,-0.8121,0.4825,-0.9036,65.1855,-26.4893,3.0518
1070766,-0.7701,0.4717,-0.8423,68.6035,-13.9771,-4.6997
1070775,-0.7319,0.4565,-0.7863,70.4346,-5.3101,-7.9956
1070783,-0.7179,0.4331,-0.7284,69.2139,-1.7090,-12.9395
1070791,-0.6895,0.4276,-0.6934,64.9414,-2.5635,-18.0664
1070799,-0.6637,0.4105,-0.6714,61.3403,-5.1270,-22.2778
1070808,-0.6340,0.4116,-0.6251,57.9834,-10.1929,-25.6958
1070816,-0.5924,0.4001,-0.5942,52.7954,-15.0757,-32.2266
1070824,-0.5400,0.3397,-0.5857,47.2412,-18.1274,-41.5649
1070832,-0.5089,0.3651,-0.5509,43.1519,-22.9492,-41.7480
1070840,-0.4672,0.3481,-0.5380,40.2222,-26.5503,-41.5039
1070849,-0.4314,0.3734,-0.5173,34.5459,-30.4565,-40.2832
1070857,-0.4219,0.3395,-0.5144,33.7524,-31.5552,-42.4805
1070865,-0.4308,0.3395,-0.5081,32.4707,-32.3486,-42.7246
1070874,-0.4250,0.3474,-0.5024,32.0435,-32.8369,-42.1753
1070882,-0.4003,0.3578,-0.5050,31.3110,-31.9214,-42.1143
1070891,-0.3729,0.3740,-0.5054,31.0059,-29.9683,-40.4663
1070898,-0.3549,0.3882,-0.5139,31.3721,-27.2217,-37.2314
1070907,-0.3348,0.3969,-0.5289,30.2124,-24.5361,-34.1187
1070915,-0.3003,0.4083,-0.5393,28.1372,-20.6909,-31.4941
1070924,-0.2831,0.4203,-0.5459,26.0620,-14.8926,-28.6865
1070931,-0.2715,0.4199,-0.5334,25.3906,-8.3008,-25.5737
1070940,-0.2704,0.4204,-0.5145,21.7285,-3.0518,-22.7051
1070948,-0.2595,0.4193,-0.4851,16.0522,1.4648,-21.1182
1070957,-0.2529,0.4210,-0.4493,11.7798,5.7373,-19.9585
1070964,-0.2622,0.4183,-0.4232,5.3711,9.3994,-18.2495
1070973,-0.2598,0.4122,-0.3916,1.0376,13.2446,-16.7236
1070981,-0.2640,0.4082,-0.3683,-3.8452,16.2354,-14.9536
1070989,-0.2938,0.4055,-0.3549,-9.6436,19.1040,-13.3667
1070997,-0.3091,0.4061,-0.3507,-15.1978,22.2168,-12.1460
1071006,-0.3223,0.4059,-0.3612,-19.8975,24.8413,-11.5356
1071014,-0.3257,0.4102,-0.3643,-23.9258,26.6724,-11.1694
1071023,-0.3384,0.4048,-0.3843,-29.2358,27.2217,-10.9253
1071030,-0.3329,0.4122,-0.4138,-34.7900,26.1230,-11.9629
1071039,-0.3584,0.4235,-0.4551,-41.3208,23.8037,-13.3057
1071047,-0.3770,0.4319,-0.4950,-50.3540,21.3623,-14.1602
1071055,-0.3403,0.4698,-0.5190,-58.7769,22.3389,-14.1602
1071064,-0.3468,0.4697,-0.5244,-57.8003,33.3862,-11.1084
1071072,-0.4734,0.5239,-0.5430,-72.6929,39.1846,-10.7422
1071080,-0.4019,0.6154,-0.5796,-92.8345,38.8794,-13.7939
1071089,-0.4360,0.7653,-0.6694,-93.1396,44.3115,-10.1318
1071096,-0.6254,0.7805,-0.8521,-112.6709,48.2788,-1.4648
1071105,-0.7825,0.7701,-1.1445,-142.0898,52.4902,-6.4087
1071113,-0.8007,0.8732,-1.4457,-167.5415,59.3262,-21.9116
1071122,-0.8466,1.0808,-1.8582,-191.2231,69.4580,-34.9731
1071129,-0.6849,1.1400,-2.1461,-204.6509,88.3179,-51.6357
1071138,-0.4703,1.2637,-2.1969,-182.1289,112.4268,-71.1670
1071146,-0.6531,1.2080,-2.1084,-173.5840,121.0938,-70.3735
1071155,-0.9214,0.9895,-1.8809,-155.2734,118.7744,-80.5054
1071162,-1.3282,0.6887,-1.6378,-123.2910,106.2012,-98.5718
1071171,-1.6581,0.3828,-1.4176,-83.6792,86.3037,-111.7554
1071179,-1.7679,0.1499,-1.2870,-35.9497,60.5469,-125.1221
1071188,-1.6145,0.0438,-1.3275,20.0195,30.6396,-140.7471
1071195,-1.2181,0.1625,-1.5316,81.6650,0.7324,-156.4331
1071204,-0.8383,0.3585,-1.7727,143.4326,-22.2168,-166.1377
1071212,-0.5006,0.5070,-1.9241,192.8101,-40.1611,-167.8467
1071221,-0.2562,0.6190,-1.9510,227.4170,-57.4341,-169.3726
1071228,-0.0507,0.6362,-1.8955,252.1362,-74.0967,-177.0630
1071237,0.0836,0.6223,-1.7758,264.8926,-85.4492,-184.3872
1071245,0.1268,0.5613,-1.5969,269.4702,-90.1489,-184.5093
1071254,0.1212,0.4612,-1.3828,270.6299,-90.9424,-175.7202
1071261,0.0934,0.3607,-1.1766,266.7847,-91.9800,-163.1470
1071270,0.0645,0.3022,-0.9877,257.3242,-93.5669,-152.2217
1071279,0.0740,0.2520,-0.8279,245.4224,-95.5811,-144.1650
1071286,0.0814,0.2310,-0.6832,232.6660,-98.5718,-138.3057
1071295,0.0793,0.2347,-0.5592,222.2900,-100.1587,-131.6528
1071303,0.0889,0.2570,-0.4679,214.1724,-97.7783,-123.5962
1071311,0.0963,0.2631,-0.4095,206.4209,-91.1865,-114.0137
1071320,0.0951,0.2677,-0.3732,200.0122,-83.0688,-103.3325
1071328,0.0887,0.2646,-0.3303,192.1997,-76.4771,-95.2148
1071336,0.0857,0.2645,-0.2894,177.9175,-72.2046,-90.3320
1071344,0.1101,0.2748,-0.2368,162.1094,-68.9087,-87.6465
1071353,0.1414,0.2858,-0.1943,146.3013,-65.7959,-85.8765
1071361,0.1736,0.2853,-0.1562,128.7231,-62.6831,-83.0078
1071369,0.1952,0.2941,-0.1290,113.1592,-58.7158,-78.8574
1071378,0.2155,0.2913,-0.1078,99.6094,-53.5278,-73.1812
1071386,0.2064,0.2826,-0.0925,90.3320,-46.8140,-65.9180
1071394,0.1539,0.2584,-0.1003,80.2612,-41.0156,-59.3262
1071402,0.1149,0.2437,-0.0811,68.4204,-36.3159,-54.0771
1071411,0.1318,0.2676,-0.0660,57.8613,-30.9448,-50.8423
1071419,0.1222,0.2716,-0.0753,48.4009,-25.0244,-44.3115
1071427,0.1082,0.2778,-0.0940,38.7573,-20.1416,-36.8652
1071436,0.1117,0.2888,-0.1160,28.9307,-15.7471,-29.9683
1071444,0.1270,0.3014,-0.1302,21.6675,-10.5591,-23.2544
1071452,0.1260,0.3145,-0.1445,14.6484,-6.4087,-15.8691
1071460,0.1204,0.3165,-0.1549,6.2866,-4.4556,-8.9722
1071469,0.1118,0.3179,-0.1644,-1.8311,-2.9907,-4.4556
1071476,0.1163,0.3192,-0.1765,-11.1694,-2.0752,-0.7935
1071485,0.1151,0.3195,-0.1747,-19.1650,-0.1831,2.7466
1071493,0.1107,0.3337,-0.1545,-25.0854,2.3804,7.3853
1071502,0.1256,0.3386,-0.1427,-33.3862,4.8218,12.6953
1071509,0.1404,0.3372,-0.1326,-41.2598,7.9956,17.5171
1071518,0.1559,0.3370,-0.1176,-47.2412,11.6577,23.3154
1071527,0.1674,0.3214,-0.1091,-53.7720,14.6484,30.5786
1071534,0.1896,0.3086,-0.1028,-59.5093,17.4561,37.4756
1071543,0.1970,0.2993,-0.0937,-64.9414,20.2637,44.3115
1071551,0.2057,0.2850,-0.0950,-71.8384,22.2778,51.1475
1071559,0.2238,0.2750,-0.1024,-79.8340,23.7427,57.5562
1071567,0.2465,0.2711,-0.1233,-88.1348,25.4517,63.4766
1071576,0.2728,0.2733,-0.1592,-98.3887,26.7334,69.1528
1071584,0.2841,0.2692,-0.1978,-110.2295,27.4658,74.4019
1071592,0.2903,0.2643,-0.2324,-125.1221,27.5269,80.5664
1071601,0.2676,0.2684,-0.2826,-142.9443,30.2124,88.5010
1071608,0.2334,0.2915,-0.3539,-162.5366,37.2925,99.2432
1071617,0.2300,0.3163,-0.4388,-183.2886,49.7437,113.0371
1071626,0.2366,0.3647,-0.5627,-207.2754,70.0684,129.4556
1071633,0.2601,0.4069,-0.7025,-231.2012,97.7173,147.6440
1071642,0.2870,0.4836,-0.9126,-250.1831,129.6387,166.0156
1071651,0.2827,0.5731,-1.2095,-269.7754,163.0859,185.1196
1071658,0.2230,0.6073,-1.4631,-283.2031,194.8242,204.7729
1071667,0.1938,0.6921,-1.6787,-284.4238,222.5952,223.5107
1071675,0.3125,0.6624,-1.6638,-279.6021,257.2021,241.8823
1071683,0.4034,0.5648,-1.1675,-207.2144,299.3164,258.9722
1071691,-0.3447,0.7401,-0.8817,-112.4268,289.6118,277.5269
1071700,-1.2219,0.6270,-0.9655,-101.8677,219.9707,297.7295
1071707,-1.7174,0.2585,-1.2754,-79.1016,141.7236,298.1567
1071716,-1.9427,0.1733,-1.5475,-25.0854,71.5942,260.7422
1071725,-1.6135,0.2595,-1.7086,6.7139,1.2817,223.9990
1071732,-1.4224,0.3353,-1.8918,22.5830,-43.5181,182.6172
1071741,-1.4254,0.4417,-1.9690,37.1704,-59.5093,151.2451
1071750,-1.5636,0.6412,-2.0179,42.6636,-65.6128,132.9346
1071757,-1.6816,0.7614,-1.9860,44.6777,-66.0400,104.2480
1071766,-1.5051,0.8483,-1.7813,53.7109,-64.3921,64.7583
1071774,-1.2994,0.9785,-1.5476,52.6123,-66.1011,27.0996
1071782,-1.1353,1.0378,-1.3567,53.4668,-67.3828,-2.8687
1071790,-1.0073,1.0403,-1.1770,59.9365,-72.5708,-15.4419
1071799,-0.9021,1.0073,-1.0234,68.5425,-77.1484,-18.4326
1071807,-0.8168,0.9552,-0.9009,82.1533,-78.2471,-19.5313
1071815,-0.7446,0.8871,-0.8019,94.7266,-78.9795,-18.8599
1071824,-0.6924,0.8127,-0.7339,105.2856,-79.8950,-17.0288
1071832,-0.6506,0.7407,-0.6703,113.1592,-80.2612,-17.0288
1071840,-0.6174,0.6937,-0.6079,119.2627,-78.9795,-18.0664
1071848,-0.5875,0.6549,-0.5414,121.7041,-76.7212,-19.4092
1071857,-0.5868,0.6179,-0.4879,119.8120,-75.3784,-20.7520
1071865,-0.5806,0.5824,-0.4479,114.1357,-75.8057,-23.5596
1071873,-0.5557,0.5415,-0.4265,106.3843,-74.7070,-28.8086
1071881,-0.5291,0.5190,-0.4044,98.6328,-71.7773,-32.7148
1071889,-0.5385,0.4855,-0.3900,91.9189,-67.3828,-33.8135
1071898,-0.5304,0.4497,-0.3645,85.9985,-63.1104,-34.5459
1071906,-0.5044,0.4196,-0.3313,76.7212,-59.5703,-35.5835
1071915,-0.5016,0.4048,-0.2981,66.4063,-54.4434,-38.0249
1071922,-0.4973,0.3936,-0.2745,57.6172,-50.0488,-39.9780
1071931,-0.4653,0.3929,-0.2662,50.1099,-46.4478,-41.1987
1071939,-0.4364,0.4095,-0.2467,41.8701,-42.8467,-41.5039
1071948,-0.3817,0.3687,-0.2421,34.4849,-37.0483,-43.2129
1071956,-0.3464,0.3868,-0.2323,33.9966,-29.5410,-41.8091
1071964,-0.3458,0.3944,-0.2540,32.2266,-22.1558,-37.7197
1071972,-0.3308,0.3984,-0.2849,27.8931,-15.9302,-35.6445
1071981,-0.2941,0.4082,-0.3086,23.6816,-10.7422,-33.9355
1071989,-0.2902,0.4042,-0.3210,18.4937,-5.6152,-30.5786
1071997,-0.2737,0.4048,-0.3252,11.0474,-1.4648,-27.8320
1072005,-0.2620,0.4160,-0.3123,4.8218,3.4790,-24.2310
1072014,-0.2472,0.4314,-0.3016,-0.7324,8.4839,-19.3481
1072022,-0.2303,0.4341,-0.2986,-6.8970,12.6953,-13.7939
1072030,-0.2122,0.4351,-0.2922,-12.4512,17.2119,-9.5215
1072038,-0.1976,0.4370,-0.2877,-17.8223,21.6675,-6.1035
1072047,-0.1904,0.4410,-0.2987,-23.3765,25.7568,-3.3569
1072055,-0.2041,0.4489,-0.3199,-28.7476,29.4800,-0.5493
1072063,-0.2380,0.4536,-0.3451,-35.5225,32.2876,2.3804
1072071,-0.2717,0.4567,-0.3558,-41.5649,35.5225,5.2490
1072080,-0.3098,0.4672,-0.3594,-47.4854,38.5132,8.4229
1072088,-0.3414,0.4823,-0.3658,-53.9551,41.5039,11.9629
1072096,-0.3601,0.4991,-0.3792,-60.4248,43.6401,14.9536
1072104,-0.4169,0.5210,-0.4172,-67.2607,44.0674,16.9067
1072113,-0.4742,0.5421,-0.4672,-76.4771,41.2598,17.8223
1072120,-0.5192,0.5593,-0.5099,-86.3647,37.8418,17.6392
1072129,-0.5598,0.5947,-0.5475,-95.6421,36.0107,15.2588
1072137,-0.6239,0.6271,-0.6191,-106.3843,34.9731,12.8784
1072146,-0.7285,0.6613,-0.7207,-116.2720,33.1421,8.9111
1072154,-0.8110,0.7120,-0.8623,-130.2490,28.3813,2.0752
1072162,-0.8484,0.7175,-1.0107,-143.8599,25.7568,-5.5542
1072171,-0.9751,0.7688,-1.1405,-156.0059,24.1699,-15.0146
1072178,-0.9812,0.7975,-1.3041,-172.3022,19.7754,-30.1514
1072187,-0.8667,0.8177,-1.3558,-179.8706,19.2261,-45.2271
1072195,-0.6661,0.7329,-1.3044,-197.2046,23.0713,-46.8140
1072204,-0.5886,0.6155,-1.3143,-197.8149,33.1421,-54.6875
1072211,-0.5977,0.4764,-1.3568,-179.5044,43.1519,-75.1953
1072220,-0.6289,0.4314,-1.4310,-157.6538,49.1943,-103.7598
1072228,-0.5818,0.4087,-1.4813,-144.1040,48.9502,-132.3853
1072237,-0.7008,0.4187,-1.4813,-144.1650,40.3442,-153.0151
1072245,-0.8376,0.3921,-1.4655,-153.1372,29.6021,-170.7764
1072253,-0.7765,0.3108,-1.4702,-150.5127,29.4800,-191.2842
1072261,-0.6160,0.2915,-1.5466,-135.3760,30.3345,-210.5713
1072270,-0.5454,0.2571,-1.5481,-122.4976,5.0049,-215.9424
1072278,-0.9161,0.2255,-1.4143,-108.2153,-33.6914,-239.4409
1072286,-0.6219,0.0555,-1.2583,-96.5576,-53.4668,-272.7051
1072294,-0.1490,0.1477,-1.1403,-40.7715,-58.7158,-281.4941
1072302,0.1445,0.3380,-1.0491,-1.3428,-57.8003,-258.3618
1072311,0.0179,0.3495,-1.0498,4.8218,-48.1567,-220.9473
1072319,-0.2000,0.1724,-1.1115,16.1743,-36.7432,-188.6597
1072328,-0.2607,0.0283,-1.1139,36.6211,-37.9639,-172.8516
1072335,-0.1376,0.0125,-1.0897,52.9785,-48.9502,-170.6543
1072344,0.0376,0.0386,-1.0820,63.4155,-56.0303,-171.0815
1072352,0.1987,0.0504,-1.1008,73.7915,-54.3213,-161.2549
1072361,0.2954,0.0684,-1.1189,85.2051,-47.9126,-144.2871
1072368,0.3348,0.0842,-1.1200,92.4683,-42.6025,-129.3945
1072377,0.3312,0.1042,-1.0992,92.0410,-40.2832,-118.9575
1072385,0.3557,0.1265,-1.0447,85.3271,-38.3911,-111.6943
1072393,0.3800,0.1449,-0.9822,77.5146,-35.0342,-104.7974
1072402,0.3563,0.1600,-0.9152,72.8149,-29.8462,-95.8862
1072410,0.3223,0.1583,-0.8164,71.7163,-25.1465,-84.6558
1072418,0.2739,0.1687,-0.7355,72.6929,-22.8882,-76.6602
1072427,0.2339,0.1989,-0.6686,70.4956,-25.0244,-71.7163
1072434,0.2075,0.2211,-0.6451,65.9790,-29.7852,-65.7349
1072443,0.1667,0.2355,-0.6427,61.8286,-35.0952,-59.4482
1072451,0.1410,0.2440,-0.6469,57.6782,-40.8936,-52.6733
1072459,0.1479,0.2644,-0.6598,54.2603,-44.2505,-47.1191
1072468,0.1516,0.2815,-0.6869,50.1099,-44.6777,-43.7012
1072475,0.1760,0.2965,-0.7172,43.7012,-42.9077,-40.1001
1072484,0.2047,0.3022,-0.7390,37.5366,-38.2080,-35.0342
1072493,0.2053,0.3046,-0.7388,32.6538,-30.3955,-29.4189
1072501,0.1846,0.2936,-0.7346,26.4893,-21.5454,-24.4751
1072509,0.1687,0.2852,-0.7079,23.1323,-13.3057,-20.5688
1072517,0.1504,0.2825,-0.6674,25.3906,-5.7983,-15.6250
1072526,0.1112,0.2975,-0.6301,28.0151,-1.1597,-10.0098
1072534,0.0800,0.2972,-0.6063,27.2827,0.6104,-5.1880
1072542,0.0664,0.3052,-0.5952,25.8179,-0.1221,-1.8921
1072550,0.0653,0.3044,-0.5953,21.4844,-2.7466,3.0518
1072558,0.0867,0.3029,-0.5891,18.9209,-4.2114,8.2397
1072567,0.1139,0.3087,-0.5868,18.1885,-3.6621,13.7939
1072576,0.1427,0.3113,-0.5920,16.1743,-1.7700,18.1274
1072583,0.1770,0.3192,-0.6055,12.9395,1.0376,22.5830
1072592,0.2035,0.3086,-0.6088,10.6201,5.5542,27.5269
1072600,0.2086,0.3060,-0.5972,10.3149,11.0474,33.2642
1072608,0.2089,0.3080,-0.5818,7.3853,16.4185,41.0156
1072616,0.2157,0.3003,-0.5693,3.7842,22.8882,48.5840
1072625,0.2212,0.2859,-0.5671,-0.1831,29.8462,55.5420
1072633,0.2452,0.2769,-0.5760,-4.2114,37.0483,62.8662
1072641,0.2765,0.2675,-0.5990,-8.6670,44.4336,69.8242
1072649,0.2954,0.2594,-0.6255,-14.4043,51.6357,77.2705
1072658,0.2883,0.2566,-0.6532,-18.9819,59.7534,86.9141
1072666,0.2584,0.2397,-0.6771,-19.4092,70.2515,97.7173
1072674,0.2080,0.2501,-0.6852,-22.6440,76.1108,108.0322
1072683,0.1780,0.2573,-0.6957,-32.4707,75.9888,121.3379
1072690,0.1827,0.2522,-0.7042,-39.7339,74.4629,131.7139
1072699,0.1962,0.2556,-0.7106,-42.6636,73.6694,143.0054
1072708,0.2164,0.2816,-0.7336,-41.9922,71.8384,156.8604
1072715,0.2230,0.3103,-0.8110,-48.2788,64.6362,170.2271
1072724,0.1852,0.3057,-0.9318,-58.3496,55.2979,182.0679
1072732,0.1317,0.3035,-1.0426,-65.0635,45.8374,196.4722
1072740,0.0436,0.2863,-1.1273,-70.3735,38.0859,213.8062
1072749,-0.0160,0.2701,-1.1443,-71.1670,34.5459,231.0791
